8883,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8884,2021,Research Scientist,Python,,,,,,Javascript,,,,,,Other,,,
8885,2021,Student,Python,,,,C++,,,,,Bash,,,,,,
8886,2021,Business Analyst,,,,,,,,,,,,None,,,,
8887,2021,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
8888,2021,Student,,R,,,,,,,,,,,,,,
8889,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8890,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
8891,2021,Other,,,,,,,,,,,,,,,,
8892,2021,Student,Python,,,C,,,,,,,,,,,,
8893,2021,Data Scientist,,,,,,,,,,,,,,,,
8894,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
8895,2021,Machine Learning Engineer,,,,,,,,,,,,,,,,
8896,2021,Research Scientist,Python,,SQL,C,,Java,,,,,,,,,,
8897,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8898,2021,Research Scientist,Python,,,,,,,,,Bash,MATLAB,,,,,
8899,2021,Program/Project Manager,Python,,SQL,C,C++,,,,,,,,,,,
8900,2021,Other,,,SQL,C,,,,,,Bash,,,Other,,,
8901,2021,Data Scientist,Python,,SQL,C,,Java,,,,,MATLAB,,,,,
8902,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
8903,2021,Research Scientist,Python,,,C,C++,Java,,,,,,,,,,
8904,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8905,2021,Data Analyst,,R,,C,C++,Java,Javascript,,,,MATLAB,,,,,
8906,2021,Research Scientist,Python,R,,,,,Javascript,,,,,,,,,
8907,2021,Student,,,,,C++,,,,,,,,,,,
8908,2021,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
8909,2021,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
8910,2021,Research Scientist,Python,,,,,,,,,,,,,,,
8911,2021,Other,Python,,,,C++,,Javascript,,,,,,Other,,,
8912,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8913,2021,Data Scientist,Python,R,,,,Java,,,,,,,,,,
8914,2021,Other,Python,,,,,,,,,,MATLAB,,,,,
8915,2021,Software Engineer,Python,,,,C++,,,,,,,,,,,
8916,2021,Other,Python,R,SQL,,,,Javascript,,,,,,,,,
8917,2021,Other,,,,,,,,,,,,,,,,
8918,2021,Student,Python,,,C,C++,,,,,,,,,,,
8919,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8920,2021,Research Scientist,Python,,,,,,,,,Bash,,,Other,,,
8921,2021,Currently not employed,Python,,,,C++,,,,,,,,,,,
8922,2021,Student,Python,R,SQL,C,,Java,Javascript,,,,MATLAB,,,,,
8923,2021,Student,Python,,,C,,,,,,,,,,,,
8924,2021,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
8925,2021,Student,Python,,SQL,,,Java,,,,,,,,,,
8926,2021,Business Analyst,,,,,,,,,,,,,,,,
8927,2021,Data Scientist,Python,R,SQL,,,Java,,,,Bash,MATLAB,,,,,
8928,2021,Data Engineer,Python,,,C,C++,,,,,,,,,,,
8929,2021,Data Scientist,Python,,,,,,,,,,MATLAB,,,,,
8930,2021,Research Scientist,Python,R,,,,Java,,,,,,,,,,
8931,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8932,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8933,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8934,2021,Business Analyst,,,SQL,,,,,,,,,,,,,
8935,2021,Other,Python,,,,,,,,,,,,,,,
8936,2021,Software Engineer,,,,,,Java,,,,Bash,,,,,,
8937,2021,Data Scientist,Python,,SQL,,C++,,,,,,,,,,,
8938,2021,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
8939,2021,Product Manager,,,,,,,,,,,,,Other,,,
8940,2021,Other,,,SQL,,,,Javascript,,,,,,Other,,,
8941,2021,DBA/Database Engineer,Python,,SQL,,C++,,,,,,,,,,,
8942,2021,Student,Python,,,,,,,,,,,,,,,
8943,2021,Other,Python,,SQL,,,,,,,,,,,,,
8944,2021,Research Scientist,Python,R,SQL,C,C++,Java,Javascript,,,,,,Other,,,
8945,2021,Research Scientist,Python,R,SQL,,,Java,,,,,,,,,,
8946,2021,Data Analyst,,R,,,,,,,,,,,,,,
8947,2021,Research Scientist,Python,,,C,C++,,,,,,,,,,,
8948,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
8949,2021,Currently not employed,Python,,SQL,,,Java,,,,,,,,,,
8950,2021,Statistician,,,,,,,,,,,,,,,,
8951,2021,Machine Learning Engineer,Python,,SQL,,,,,,,Bash,,,,,,
8952,2021,Student,Python,,,,,,,,,,,,,,,
8953,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8954,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8955,2021,Machine Learning Engineer,Python,,,C,C++,,,,,,,,Other,,,
8956,2021,Other,,,SQL,C,C++,Java,,,,,,,,,,
8957,2021,Student,Python,,SQL,C,,Java,,,,,,,,,,
8958,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
8959,2021,Student,Python,,,,C++,,,,,,,,,,,
8960,2021,Other,Python,,,,,,,,Swift,,,,,,,
8961,2021,Other,Python,,,,,,,,,,,,,,,
8962,2021,Student,,,SQL,C,C++,Java,,,,,,,,,,
8963,2021,Data Analyst,Python,,SQL,,,Java,Javascript,,,Bash,,,,,,
8964,2021,Data Scientist,Python,,SQL,,,Java,,,,,,,,,,
8965,2021,Statistician,,R,SQL,,,,,,,,,,,,,
8966,2021,Research Scientist,Python,,,,,,,,,,,,,,,
8967,2021,Data Scientist,,R,,,,,,,,,,,,,,
8968,2021,Other,,R,,C,C++,Java,Javascript,,,,,,Other,,,
8969,2021,Other,,,,,,,,,,,,None,,,,
8970,2021,Other,Python,,,,,,,,,,,,,,,
8971,2021,Data Scientist,Python,,SQL,,,Java,,,,,,,,,,
8972,2021,Data Analyst,,,SQL,C,C++,Java,Javascript,,,,,,,,,
8973,2021,Student,Python,,,,C++,,,,,,MATLAB,,,,,
8974,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
8975,2021,Student,Python,,,,,,,,,,,,,,,
8976,2021,Research Scientist,Python,,,,C++,Java,,,,,,,,,,
8977,2021,Business Analyst,,,,,,,,,,,,None,,,,
8978,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8979,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8980,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8981,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8982,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8983,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8984,2021,Currently not employed,Python,,SQL,,C++,,,,,,MATLAB,,,,,
8985,2021,Business Analyst,Python,,SQL,C,C++,,,,,,,,,,,
8986,2021,Data Engineer,,,SQL,,,Java,Javascript,,,,,,Other,,,
8987,2021,Software Engineer,Python,,SQL,,,,,,,,,,,,,
8988,2021,Product Manager,Python,,,,,,Javascript,,,Bash,,,,,,
8989,2021,Other,Python,,SQL,C,,,,,,,MATLAB,,,,,
8990,2021,Student,Python,,SQL,,C++,Java,,,,Bash,,,,,,
8991,2021,Other,,,SQL,C,,,,,,,,,Other,,,
8992,2021,Student,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,,,,
8993,2021,Machine Learning Engineer,Python,,SQL,C,C++,Java,,,,,,,,,,
8994,2021,Other,Python,,,,,,,,,,,,,,,
8995,2021,Software Engineer,Python,,,,,,,,,Bash,,,,,,
8996,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8997,2021,Student,Python,,,,C++,,,,,,MATLAB,,,,,
8998,2021,Other,Python,,SQL,,,,Javascript,,,,,,,,,
8999,2021,Student,Python,,SQL,,,,,,,,,,,,,
9000,2021,Product Manager,Python,,,,,,,,,,,,,,,
9001,2021,Business Analyst,,,,,,,,,,,,,,,,
9002,2021,Program/Project Manager,,,,,,,,,,,,,,,,
9003,2021,Student,Python,R,,,,,,,,,,,,,,
9004,2021,Data Analyst,Python,R,,,,,,,,,,,,,,
9005,2021,Currently not employed,Python,,,,C++,,,,,,,,,,,
9006,2021,Program/Project Manager,Python,,SQL,,C++,Java,Javascript,,Swift,Bash,,,,,,
9007,2021,Student,Python,,,,,,,,,,,,,,,
9008,2021,Student,Python,,,C,,,,,,,,,,,,
9009,2021,Student,Python,R,SQL,,,,,,,Bash,MATLAB,,,,,
9010,2021,Currently not employed,Python,R,,,,,,,,,,,,,,
9011,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9012,2021,Currently not employed,Python,,,,,,,,,,MATLAB,,,,,
9013,2021,Data Analyst,Python,,,,,,,,,,,,,,,
9014,2021,Business Analyst,,R,SQL,,,,,,,,,,,,,
9015,2021,Other,Python,,,,,Java,,,,,,,,,,
9016,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9017,2021,Research Scientist,,,,,,,,,,,,,,,,
9018,2021,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,Other,,,
9019,2021,Research Scientist,Python,R,,,,,,,,Bash,,,,,,
9020,2021,Software Engineer,Python,,SQL,,C++,,,,,,,,,,,
9021,2021,Program/Project Manager,,,,,,,,,,,,,,,,
9022,2021,Program/Project Manager,Python,,,,C++,,,,,,,,,,,
9023,2021,Currently not employed,Python,,,,,,Javascript,,,,,,,,,
9024,2021,Machine Learning Engineer,Python,,,,,Java,Javascript,,,,,,,,,
9025,2021,Research Scientist,,R,,,,,,,,,,,,,,
9026,2021,Student,Python,,,C,,Java,Javascript,,,Bash,,,,,,
9027,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9028,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
9029,2021,Student,Python,,,,C++,,,,,,,,,,,
9030,2021,Software Engineer,Python,,SQL,,,Java,Javascript,,,Bash,,,,,,
9031,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9032,2021,Data Scientist,Python,,SQL,,C++,,,,,Bash,,,,,,
9033,2021,Program/Project Manager,Python,,SQL,,,,,,,,,,,,,
9034,2021,Other,Python,,,C,,,,,,,,,,,,
9035,2021,Research Scientist,Python,R,,,,,,,,Bash,MATLAB,,,,,
9036,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9037,2021,Other,Python,R,SQL,,,,Javascript,,,,,,Other,,,
9038,2021,Currently not employed,Python,,,,C++,,,,,,,,,,,
9039,2021,Currently not employed,Python,R,SQL,,,,,,,,,,Other,,,
9040,2021,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
9041,2021,Data Scientist,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
9042,2021,Data Scientist,Python,,,,,,,,,,,,,,,
9043,2021,Business Analyst,,,,,,,,,,,,,,,,
9044,2021,Data Scientist,Python,,,C,,Java,,,,,,,,,,
9045,2021,Product Manager,Python,,,,,,,,,,,,,,,
9046,2021,Currently not employed,Python,,,C,,Java,,,,,,,,,,
9047,2021,Currently not employed,,,SQL,C,C++,Java,,,,,MATLAB,,,,,
9048,2021,Research Scientist,Python,,,,,,,,,,,,,,,
9049,2021,Student,Python,R,,,,,,,,,,,,,,
9050,2021,Other,Python,,,,C++,,,,,,,,,,,
9051,2021,DBA/Database Engineer,,,SQL,,,Java,Javascript,,,,,,Other,,,
9052,2021,Student,Python,R,,,,,,,,,,,,,,
9053,2021,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
9054,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9055,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9056,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9057,2021,Student,Python,,,,,,,,,,,,,,,
9058,2021,Student,Python,,,,C++,Java,,,,,,,,,,
9059,2021,Data Engineer,Python,,SQL,,,Java,,,,,,,,,,
9060,2021,Business Analyst,Python,,,,,,Javascript,,,,,,,,,
9061,2021,Other,Python,,SQL,C,C++,Java,,,,Bash,,,Other,,,
9062,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
9063,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9064,2021,Software Engineer,Python,,SQL,,C++,,,,,,,,,,,
9065,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9066,2021,Student,Python,,,C,C++,Java,,,,,,,,,,
9067,2021,Data Analyst,Python,R,SQL,,,Java,,,,,,,,,,
9068,2021,Student,Python,,,,,,,,,,,,,,,
9069,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9070,2021,Other,Python,,,,,,Javascript,,,Bash,MATLAB,,Other,,,
9071,2021,Student,Python,R,,,,Java,,,,,,,,,,
9072,2021,Data Analyst,,,,,,,,,,,,,,,,
9073,2021,Machine Learning Engineer,Python,,SQL,,,Java,,,,Bash,,,,,,
9074,2021,Software Engineer,Python,,,C,C++,,Javascript,,,,,,,,,
9075,2021,Research Scientist,,,,,,,,,,,,,Other,,,
9076,2021,Student,,,,,,,Javascript,,,,,,,,,
9077,2021,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
9078,2021,Business Analyst,,R,,,,,,,,,,,,,,
9079,2021,Student,Python,,,C,C++,,,,,,,,,,,
9080,2021,Student,Python,,,,,,Javascript,,,,,,,,,
9081,2021,Other,,,,,,,,,,,,,,,,
9082,2021,Student,Python,,,,C++,,,,,,,,,,,
9083,2021,Student,Python,,,,,,,,,,,,,,,
9084,2021,Data Analyst,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
9085,2021,Data Analyst,Python,R,SQL,,C++,Java,,,,,,,,,,
9086,2021,Software Engineer,Python,,,,,,Javascript,,,Bash,,,,,,
9087,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9088,2021,Student,Python,R,SQL,C,C++,Java,Javascript,,,Bash,MATLAB,,,,,
9089,2021,Student,Python,,,C,,,,,,,,,,,,
9090,2021,Student,Python,,,C,,,,,,,,,,,,
9091,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9092,2021,Data Scientist,Python,,,,,,,,,,,,,,,
9093,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9094,2021,Other,Python,R,,C,C++,,,,,,,,,,,
9095,2021,Student,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,,,
9096,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9097,2021,Student,Python,,,C,,,,,,,,,Other,,,
9098,2021,Other,Python,,,,,,,,,,,,,,,
9099,2021,Student,Python,,SQL,,,,,,,,,,,,,
9100,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
9101,2021,Data Scientist,Python,,SQL,C,,,,,,Bash,,,,,,
9102,2021,Data Scientist,,R,SQL,,,,,,,,,,,,,
9103,2021,Data Scientist,Python,,,,,,,,,,,,,,,
9104,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
9105,2021,Student,Python,,SQL,C,,,,,,,,,,,,
9106,2021,Data Scientist,Python,,,,,,,,,,,,,,,
9107,2021,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
9108,2021,Student,Python,,SQL,,C++,,,,,,MATLAB,,,,,
9109,2021,Other,,,,,,,,,,,,,,,,
9110,2021,Other,Python,,,,,,,,,,,,,,,
9111,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9112,2021,Data Scientist,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
9113,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9114,2021,Software Engineer,Python,R,SQL,,,,Javascript,,,Bash,,,Other,,,
9115,2021,Data Scientist,Python,,SQL,,,,Javascript,,,Bash,,,Other,,,
9116,2021,Student,Python,,,,,,,,,,,,,,,
9117,2021,Currently not employed,Python,R,,,,,,,,,,,,,,
9118,2021,Research Scientist,,R,,,,,,,,,,,,,,
9119,2021,Business Analyst,Python,R,,,,,,,,,,,,,,
9120,2021,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
9121,2021,Program/Project Manager,,,,,,Java,,,,,,,,,,
9122,2021,Data Analyst,Python,R,,,,,,,,,,,,,,
9123,2021,Data Scientist,Python,,SQL,,C++,Java,Javascript,,,,,,Other,,,
9124,2021,Other,Python,R,,,,,,,,,,,,,,
9125,2021,Data Scientist,Python,R,SQL,,C++,,,,,,,,,,,
9126,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
9127,2021,Student,Python,R,SQL,,,Java,,,,,,,,,,
9128,2021,Data Scientist,Python,,SQL,C,,Java,,,,,,,,,,
9129,2021,Research Scientist,Python,,SQL,,,,Javascript,,,,,,,,,
9130,2021,Student,Python,R,SQL,,,,,,,,MATLAB,,,,,
9131,2021,Product Manager,,,,,,,,,,,,,,,,
9132,2021,Student,Python,,SQL,,,,,,,,,,,,,
9133,2021,Other,Python,,SQL,,,,,,,,,,,,,
9134,2021,Business Analyst,Python,,SQL,,,,,,,,,,Other,,,
9135,2021,Machine Learning Engineer,Python,,,,,Java,,,,,,,,,,
9136,2021,Student,Python,R,SQL,,,,,,,,MATLAB,,,,,
9137,2021,Currently not employed,Python,R,SQL,,,Java,,,Swift,,,,,,,
9138,2021,Student,,,,C,C++,,,,,,,,,,,
9139,2021,Data Engineer,Python,,SQL,,,,,,,,,,,,,
9140,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9141,2021,Student,Python,,SQL,,C++,,,,,,MATLAB,,,,,
9142,2021,Student,,,,,,,,,,,,,,,,
9143,2021,Student,Python,,,C,C++,Java,,,,,,,,,,
9144,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
9145,2021,Student,Python,R,SQL,,C++,,Javascript,,,,,,,,,
9146,2021,Program/Project Manager,,R,SQL,,,,,,,,,,,,,
9147,2021,Data Scientist,Python,,SQL,C,C++,,,,,,,,,,,
9148,2021,Currently not employed,Python,,SQL,C,C++,,,,,,MATLAB,,,,,
9149,2021,Software Engineer,Python,,,,C++,Java,Javascript,,,,,,,,,
9150,2021,Research Scientist,Python,,,,,Java,,,,Bash,,,,,,
9151,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
9152,2021,Student,Python,,SQL,,,,,,,,,,,,,
9153,2021,Developer Relations/Advocacy,,,SQL,,,,,,,,,,,,,
9154,2021,Other,Python,,SQL,,,,Javascript,,,,,,,,,
9155,2021,Student,Python,,,,C++,,Javascript,,,,,,,,,
9156,2021,Student,Python,,,,,,Javascript,,,,MATLAB,,,,,
9157,2021,Data Analyst,Python,,SQL,,,,,,,,,,Other,,,
9158,2021,Machine Learning Engineer,Python,R,SQL,,C++,Java,Javascript,,,,MATLAB,,,,,
9159,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9160,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9161,2021,Student,Python,,,C,,Java,,,,,MATLAB,,,,,
9162,2021,Research Scientist,Python,,,C,,,,,,Bash,MATLAB,,,,,
9163,2021,Student,Python,,,C,,,,,,,,,,,,
9164,2021,Student,Python,,SQL,C,,,,,,,,,,,,
9165,2021,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9166,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9167,2021,Software Engineer,,,,C,,Java,,,,,,,,,,
9168,2021,Student,Python,R,SQL,,,,Javascript,,,,,,,,,
9169,2021,Other,,R,,,,,,,,,,,,,,
9170,2021,Software Engineer,Python,,SQL,,,,,,,,,,,,,
9171,2021,Data Analyst,Python,R,SQL,,,,,,,,MATLAB,,,,,
9172,2021,Student,Python,,,,,,,,,,,,,,,
9173,2021,DBA/Database Engineer,Python,R,SQL,,,,,,,,,,,,,
9174,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9175,2021,Student,Python,R,SQL,,,Java,,Julia,,,,,,,,
9176,2021,Student,Python,,SQL,C,,Java,Javascript,,,,,,,,,
9177,2021,Currently not employed,Python,,,C,C++,Java,,,,,,,,,,
9178,2021,Student,Python,,,C,C++,,,,,,,,,,,
9179,2021,Program/Project Manager,Python,R,SQL,,,,,,,,,,,,,
9180,2021,Data Analyst,Python,,SQL,,,Java,,,,,MATLAB,,,,,
9181,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9182,2021,Research Scientist,Python,,,C,,,,,,,,,,,,
9183,2021,Student,Python,,,,C++,,,,,,,,,,,
9184,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9185,2021,Data Engineer,Python,,SQL,,,,,,,Bash,,,,,,
9186,2021,Research Scientist,Python,,,,,,,,,,,,,,,
9187,2021,Program/Project Manager,Python,,SQL,,,,,,,,,,,,,
9188,2021,Student,Python,,,,C++,Java,,,,,MATLAB,,,,,
9189,2021,Student,,R,,,,,,,,,,,,,,
9190,2021,Business Analyst,Python,,SQL,,,,,,,,,,,,,
9191,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
9192,2021,Currently not employed,,R,,,,,,,,,,,,,,
9193,2021,Data Analyst,Python,,SQL,,,,,,,,MATLAB,,,,,
9194,2021,Student,Python,,,,,,,,,,,,,,,
9195,2021,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
9196,2021,Student,Python,,,,,,,,,,,,,,,
9197,2021,Data Analyst,,,,,,,,,,,,,,,,
9198,2021,Machine Learning Engineer,Python,,SQL,,,Java,,,,,,,,,,
9199,2021,Program/Project Manager,Python,,SQL,,,,,Julia,,,,,,,,
9200,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9201,2021,Program/Project Manager,Python,,,,,Java,Javascript,,,,,,,,,
9202,2021,Machine Learning Engineer,Python,,,,,Java,Javascript,,,,,,Other,,,
9203,2021,Product Manager,Python,,SQL,,,,,,,,,,Other,,,
9204,2021,Student,Python,R,SQL,,C++,,Javascript,,,,,,,,,
9205,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9206,2021,Student,Python,R,,,,,,,,,,,,,,
9207,2021,Software Engineer,Python,,,,,,,,,,,,,,,
9208,2021,Other,Python,R,SQL,,,,,,,,,,,,,
9209,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9210,2021,Software Engineer,Python,,SQL,,C++,Java,Javascript,,,Bash,,,,,,
9211,2021,Data Analyst,Python,,SQL,C,C++,,,,,,,,,,,
9212,2021,Student,Python,R,SQL,C,C++,,Javascript,,,,,,,,,
9213,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9214,2021,Student,Python,,,,,,,,,,,,,,,
9215,2021,Other,Python,R,,C,,Java,,,,,,,,,,
9216,2021,Machine Learning Engineer,Python,,,,,,,,,,MATLAB,,,,,
9217,2021,Other,Python,,,,,,,,,,,,,,,
9218,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9219,2021,Data Analyst,,R,SQL,,,,,,,,,,,,,
9220,2021,Research Scientist,,R,,,,,,,,,,,,,,
9221,2021,Currently not employed,,R,,,,,,,,Bash,,,,,,
9222,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9223,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
9224,2021,Student,Python,,SQL,C,C++,Java,,,,,MATLAB,,,,,
9225,2021,Data Scientist,,R,SQL,,,,Javascript,,,,,,Other,,,
9226,2021,Student,Python,,,,C++,Java,Javascript,,,,,,,,,
9227,2021,Student,Python,,,C,,,,,,,,,,,,
9228,2021,Machine Learning Engineer,Python,,SQL,,,Java,,,,,MATLAB,,,,,
9229,2021,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9230,2021,Software Engineer,Python,,,,,,,,,,,,,,,
9231,2021,Data Scientist,Python,R,SQL,,,,,,,,,,Other,,,
9232,2021,Student,Python,,,,C++,Java,,,,,,,,,,
9233,2021,Data Scientist,Python,,,,,,Javascript,,,,,,,,,
9234,2021,Research Scientist,Python,,,,C++,,,,,,MATLAB,,,,,
9235,2021,Student,Python,,,,,,,,,,,,,,,
9236,2021,Other,Python,,,,,,,,,,,,,,,
9237,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9238,2021,Data Scientist,Python,,,,,,,,,,,,Other,,,
9239,2021,Student,Python,,SQL,,C++,Java,,,,,,,,,,
9240,2021,Student,Python,,,,,,,,,,,,,,,
9241,2021,Student,Python,,,,,,,,,,,,,,,
9242,2021,Research Scientist,Python,R,,,,,,,,,,,,,,
9243,2021,Student,Python,,,,,,,,,,,,,,,
9244,2021,Program/Project Manager,Python,,SQL,,,,,,,,,,,,,
9245,2021,Machine Learning Engineer,Python,,,C,,Java,,,,,,,,,,
9246,2021,Student,Python,,,,C++,,,,,,,,,,,
9247,2021,Student,Python,,,,,,,,,,,,,,,
9248,2021,Student,Python,,SQL,C,,Java,,,,,,,,,,
9249,2021,Currently not employed,Python,R,,,,,,,,,,,,,,
9250,2021,Student,Python,,SQL,C,,,,,,,,,Other,,,
9251,2021,Other,,,,,,,,,,,,,,,,
9252,2021,Research Scientist,Python,R,,,,,,,,,,,,,,
9253,2021,Student,Python,,,C,C++,,,,,,,,,,,
9254,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9255,2021,Student,Python,,,,C++,,,,,,,,,,,
9256,2021,Currently not employed,,,,,,,,,,,,,Other,,,
9257,2021,Currently not employed,,,SQL,,,,,,,,,,Other,,,
9258,2021,Student,,,,C,C++,,,,,,,,,,,
9259,2021,Product Manager,Python,R,SQL,C,C++,,,,Swift,Bash,,,,,,
9260,2021,Student,Python,,,,,,,,,,,,,,,
9261,2021,Data Scientist,,R,,,,,,,,,,,,,,
9262,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9263,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9264,2021,Other,,,,,,,,,,Bash,,,Other,,,
9265,2021,Product Manager,,,,,,,,,,,,,,,,
9266,2021,Other,Python,,,,C++,,,,,,,,,,,
9267,2021,Machine Learning Engineer,Python,,,,,,,,,Bash,,,,,,
9268,2021,Machine Learning Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
9269,2021,Research Scientist,,,,C,C++,,,,,,MATLAB,,,,,
9270,2021,Data Scientist,Python,,SQL,,,,Javascript,,,,,,,,,
9271,2021,Data Scientist,,,,,,,,,,,,,,,,
9272,2021,Currently not employed,,,,,,,Javascript,,,,,,,,,
9273,2021,Student,Python,,,,,,,,,,,,,,,
9274,2021,Student,Python,,,C,C++,,,,,,,,,,,
9275,2021,Currently not employed,Python,R,,,,,,,,,,,,,,
9276,2021,Data Analyst,,,,,,,,,,,,,,,,
9277,2021,Software Engineer,Python,,SQL,,,Java,Javascript,,,,,,,,,
9278,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9279,2021,Other,Python,,,,,,,,,,,,,,,
9280,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
9281,2021,Currently not employed,Python,,,,,,,,,,,,,,,
9282,2021,Software Engineer,Python,,SQL,C,,Java,Javascript,,,,,,,,,
9283,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9284,2021,Machine Learning Engineer,,,,,,,,,,,,,,,,
9285,2021,Student,Python,,,,C++,,,,,,,,,,,
9286,2021,Currently not employed,Python,R,,,,,,Julia,,,,,,,,
9287,2021,Student,Python,,,,C++,,,,,,,,,,,
9288,2021,Business Analyst,,,,,,,,,,,,,,,,
9289,2021,Student,Python,R,SQL,,C++,,Javascript,,,,MATLAB,,,,,
9290,2021,Data Scientist,Python,R,SQL,,,Java,,,,,,,,,,
9291,2021,Software Engineer,Python,,,,,,,,,,,,,,,
9292,2021,Machine Learning Engineer,Python,,SQL,C,,Java,,,,,MATLAB,,,,,
9293,2021,Program/Project Manager,,,,,,Java,Javascript,,,,,,,,,
9294,2021,Data Scientist,Python,,,,,,,,,,,,,,,
9295,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9296,2021,Student,Python,,,,C++,,,,,,,,Other,,,
